day,tempMin,tempMax,summary,desc,cloudCover,humidity,windSpeed,visibility
2016-07-10,13.92,17.25,Light rain in the afternoon and evening.,rain,0.71,0.87,4.98,5.64
2016-07-11,12.07,16.42,Overcast throughout the day.,cloudy,0.89,0.86,5.64,5.57
2016-07-12,11.28,16.5,Partly cloudy throughout the day.,partly-cloudy-day,0.48,0.72,4.47,6.22
2016-07-13,10.17,16.58,Possible light rain in the afternoon.,rain,0.38,0.77,4.71,6.17
2016-07-14,8.02,19.62,Partly cloudy throughout the day.,clear-day,0.25,0.71,3.51,6.22
2016-07-15,12.82,19.06,Light rain throughout the day.,rain,0.84,0.88,4.43,5.82
2016-07-16,12.09,15.03,Possible drizzle overnight.,partly-cloudy-day,0.74,0.79,7.53,6.22
2016-07-17,11.7,16.43,Mostly cloudy throughout the day.,rain,0.7,0.85,6.09,6.09
2016-07-18,13.97,22.94,Foggy overnight.,partly-cloudy-day,0.78,0.83,4.2,5.82
2016-07-19,15.01,28.82,Foggy in the morning.,partly-cloudy-day,0.36,0.71,2.11,5.13
2016-07-20,13.61,22.36,Rain in the morning.,rain,0.52,0.85,3.53,5.8
2016-07-21,11.38,22.19,Mostly cloudy throughout the day.,partly-cloudy-day,0.53,0.77,3.54,6.12
2016-07-22,14.12,19.71,Possible drizzle in the morning.,rain,0.84,0.83,3.74,5.88
2016-07-23,12.4,19.21,Possible drizzle overnight.,partly-cloudy-day,0.85,0.8,3.02,6.22
2016-07-24,13.55,16.71,Light rain throughout the day.,rain,0.89,0.93,1.32,5.26
2016-07-25,12.55,16.46,Possible light rain in the morning and afternoon.,rain,0.75,0.86,6.51,5.95
2016-07-26,12.32,16.87,Light rain in the evening and overnight.,rain,0.87,0.83,4.01,6.08
2016-07-27,11.11,16.74,Mostly cloudy throughout the day.,partly-cloudy-day,0.74,0.83,5.08,5.74
2016-07-28,11.4,17.77,Overcast throughout the day.,cloudy,0.91,0.83,2.0,5.93
2016-07-29,11.68,19.66,Clear throughout the day.,clear-day,0.12,0.74,4.76,6.22
2016-07-30,11.47,17.63,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.77,5.86,6.21
2016-07-31,10.95,17.53,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.76,5.62,6.22
2016-08-01,9.27,19.98,Foggy overnight.,clear-day,0.24,0.72,2.54,6.22
2016-08-02,8.51,19.07,Light rain in the evening and overnight.,rain,0.67,0.83,3.66,5.01
2016-08-03,14.31,17.72,Possible drizzle throughout the day.,rain,0.84,0.91,5.2,5.38
2016-08-04,13.84,18.66,Mostly cloudy throughout the day.,partly-cloudy-day,0.64,0.8,6.6,6.22
2016-08-05,10.35,18.09,Clear throughout the day.,partly-cloudy-day,0.39,0.74,3.41,6.21
2016-08-06,9.68,20.17,Light rain in the afternoon and evening.,rain,0.58,0.81,4.51,6.22
2016-08-07,12.56,18.35,Light rain in the evening and overnight.,rain,0.71,0.77,11.68,6.06
2016-08-08,10.9,17.18,Partly cloudy throughout the day.,rain,0.52,0.72,10.46,6.09
2016-08-09,10.16,16.63,Partly cloudy throughout the day.,partly-cloudy-day,0.34,0.74,6.97,6.22
2016-08-10,7.32,14.33,Drizzle starting in the afternoon.,rain,0.51,0.87,3.59,6.12
2016-08-11,12.78,16.91,Possible drizzle throughout the day.,rain,0.9,0.93,7.59,5.69
2016-08-12,13.77,16.4,Light rain in the afternoon and evening.,rain,0.89,0.9,7.85,4.49
2016-08-13,12.73,16.83,Mostly cloudy throughout the day.,partly-cloudy-day,0.83,0.84,6.73,6.14
2016-08-14,11.96,17.37,Overcast throughout the day.,cloudy,0.91,0.81,3.16,5.96
2016-08-15,11.95,21.5,Foggy overnight.,partly-cloudy-day,0.66,0.74,2.62,6.22
2016-08-16,11.08,24.5,Foggy in the morning.,clear-day,0.22,0.73,2.69,5.3
2016-08-17,12.11,23.57,Clear throughout the day.,clear-day,0.11,0.76,2.72,5.81
2016-08-18,10.26,22.4,Partly cloudy throughout the day.,partly-cloudy-day,0.39,0.8,2.85,5.51
2016-08-19,12.97,16.12,Light rain in the afternoon and evening.,rain,0.51,0.88,5.05,5.79
2016-08-20,13.43,16.65,"Light rain until afternoon, starting again overnight.",rain,0.67,0.9,5.35,6.01
2016-08-21,13.4,19.05,Possible drizzle overnight.,rain,0.66,0.86,4.91,6.18
2016-08-22,11.56,19.13,Foggy in the morning.,rain,0.78,0.84,3.49,5.24
2016-08-23,10.73,17.29,Possible drizzle until evening.,rain,0.5,0.9,2.69,6.16
2016-08-24,11.12,20.22,Clear throughout the day.,clear-day,0.21,0.76,1.93,6.22
2016-08-25,11.53,19.05,Mostly cloudy throughout the day.,partly-cloudy-day,0.71,0.84,2.63,6.22
2016-08-26,12.39,17.86,Foggy overnight.,partly-cloudy-day,0.57,0.81,5.51,6.05
2016-08-27,10.63,20.33,Partly cloudy throughout the day.,partly-cloudy-day,0.35,0.78,1.93,5.81
2016-08-28,13.16,19.59,Partly cloudy throughout the day.,partly-cloudy-day,0.46,0.82,2.55,6.22
2016-08-29,10.5,18.99,Partly cloudy throughout the day.,partly-cloudy-day,0.39,0.78,4.51,6.22
2016-08-30,14.93,21.42,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.8,6.26,6.22
2016-08-31,12.96,16.98,Possible light rain in the morning and afternoon.,rain,0.83,0.82,7.6,5.93
2016-09-01,12.17,16.7,Light rain in the evening.,rain,0.69,0.82,7.1,5.9
2016-09-02,12.37,16.71,Mostly cloudy throughout the day.,partly-cloudy-day,0.65,0.85,5.34,6.1
2016-09-03,12.2,16.72,Light rain in the evening.,rain,0.76,0.87,3.64,6.15
2016-09-04,11.96,19.29,Partly cloudy throughout the day.,partly-cloudy-day,0.47,0.85,1.93,6.06
2016-09-05,13.16,20.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.61,0.88,3.74,5.58
2016-09-06,16.52,19.56,Drizzle in the evening and overnight.,rain,0.92,0.91,4.11,4.68
2016-09-07,16.65,21.35,Mostly cloudy throughout the day.,partly-cloudy-day,0.73,0.86,3.46,5.28
2016-09-08,13.5,19.0,Light rain until evening.,rain,0.63,0.87,5.31,6.2
2016-09-09,12.67,16.71,Light rain in the afternoon and evening.,rain,0.8,0.88,7.08,5.81
2016-09-10,11.11,16.87,Clear throughout the day.,clear-day,0.25,0.75,5.24,6.22
2016-09-11,11.24,17.97,Partly cloudy throughout the day.,partly-cloudy-day,0.49,0.74,8.19,6.22
2016-09-12,15.26,20.4,Light rain overnight.,partly-cloudy-day,0.87,0.83,7.97,5.7
2016-09-13,14.91,17.72,Light rain in the morning and overnight.,rain,0.69,0.93,1.96,5.56
2016-09-14,13.56,16.45,Overcast throughout the day.,rain,0.9,0.91,5.8,6.12
2016-09-15,13.48,21.76,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.88,3.04,5.15
2016-09-16,11.21,17.56,Partly cloudy throughout the day.,partly-cloudy-day,0.53,0.81,5.56,6.19
2016-09-17,8.78,17.88,Mostly cloudy throughout the day.,partly-cloudy-day,0.38,0.82,2.37,6.22
2016-09-18,10.63,16.74,Overcast throughout the day.,cloudy,0.9,0.88,3.28,5.83
2016-09-19,10.38,16.62,Mostly cloudy throughout the day.,partly-cloudy-day,0.84,0.78,2.6,6.22
2016-09-20,8.31,16.18,Mostly cloudy throughout the day.,partly-cloudy-day,0.71,0.74,2.2,6.22
2016-09-21,7.99,16.57,Possible light rain in the evening and overnight.,rain,0.72,0.82,3.8,6.06
2016-09-22,9.44,15.58,Possible light rain overnight.,rain,0.53,0.8,4.64,6.06
2016-09-23,8.57,15.28,Partly cloudy throughout the day.,partly-cloudy-day,0.38,0.81,6.31,6.17
2016-09-24,13.72,16.87,Light rain throughout the day.,rain,0.89,0.88,9.46,5.81
2016-09-25,9.35,15.23,Possible light rain starting in the afternoon.,rain,0.59,0.82,5.83,6.22
2016-09-26,8.08,13.69,Foggy overnight.,partly-cloudy-day,0.5,0.88,2.67,6.0
2016-09-27,9.21,15.72,Possible drizzle in the morning.,rain,0.68,0.82,7.89,5.34
2016-09-28,12.82,18.05,Drizzle in the evening and overnight.,rain,0.86,0.87,10.06,5.16
2016-09-29,9.73,14.71,Possible light rain throughout the day.,rain,0.71,0.83,11.52,5.98
2016-09-30,7.22,13.05,Possible drizzle in the morning and afternoon.,rain,0.72,0.86,5.34,6.12
2016-10-01,4.64,14.66,Foggy in the morning and overnight.,partly-cloudy-day,0.53,0.86,1.87,3.8
2016-10-02,3.12,14.9,Foggy in the morning and afternoon.,partly-cloudy-day,0.47,0.81,2.27,4.13
2016-10-03,6.12,16.26,Clear throughout the day.,clear-day,0.06,0.77,5.01,6.22
2016-10-04,7.02,16.95,Clear throughout the day.,clear-day,0.17,0.81,5.0,6.22
2016-10-05,9.32,16.29,Mostly cloudy throughout the day.,partly-cloudy-day,0.42,0.74,6.1,6.21
2016-10-06,6.64,15.11,Partly cloudy throughout the day.,clear-day,0.3,0.77,6.23,6.22
2016-10-07,10.64,14.46,Mostly cloudy throughout the day.,partly-cloudy-day,0.67,0.77,6.02,6.22
2016-10-08,9.75,14.71,Clear throughout the day.,clear-day,0.28,0.79,3.42,6.22
2016-10-09,4.68,13.8,Clear throughout the day.,clear-day,0.15,0.8,2.33,6.0
2016-10-10,2.43,12.1,Partly cloudy throughout the day.,partly-cloudy-day,0.38,0.83,2.96,6.22
2016-10-11,6.74,12.8,Mostly cloudy throughout the day.,partly-cloudy-day,0.84,0.84,5.06,6.15
2016-10-12,8.73,12.8,Mostly cloudy throughout the day.,partly-cloudy-day,0.84,0.81,5.57,6.22
2016-10-13,8.37,13.2,Mostly cloudy throughout the day.,partly-cloudy-day,0.7,0.81,5.36,6.22
2016-10-14,8.81,12.96,Overcast throughout the day.,partly-cloudy-day,0.71,0.84,5.68,6.17
2016-10-15,8.25,12.62,Overcast throughout the day.,partly-cloudy-day,0.7,0.9,4.77,6.03
2016-10-16,7.69,12.42,Light rain in the evening and overnight.,rain,0.28,0.86,6.12,5.69
2016-10-17,9.63,12.86,Light rain throughout the day.,rain,0.68,0.9,6.65,5.97
2016-10-18,5.56,11.03,Possible drizzle in the morning.,rain,0.69,0.86,5.2,6.17
2016-10-19,4.41,13.53,Foggy overnight.,clear-day,0.22,0.84,2.47,6.21
2016-10-20,3.9,13.04,Foggy in the morning.,clear-day,0.06,0.86,0.95,6.0
2016-10-21,5.54,13.07,Clear throughout the day.,partly-cloudy-day,0.36,0.87,1.09,6.09
2016-10-22,3.85,11.21,Partly cloudy throughout the day.,clear-day,0.28,0.87,2.91,6.12
2016-10-23,5.11,10.28,Partly cloudy throughout the day.,partly-cloudy-day,0.55,0.83,5.07,6.22
2016-10-24,3.54,10.38,Foggy overnight.,partly-cloudy-day,0.59,0.85,3.32,6.08
2016-10-25,4.18,12.33,Foggy in the morning.,partly-cloudy-day,0.41,0.85,2.14,5.68
2016-10-26,10.44,13.68,Mostly cloudy throughout the day.,partly-cloudy-day,0.77,0.85,7.52,6.02
2016-10-27,10.63,13.55,Mostly cloudy throughout the day.,partly-cloudy-day,0.87,0.86,9.63,5.53
2016-10-28,7.28,12.41,Partly cloudy throughout the day.,partly-cloudy-day,0.33,0.78,5.13,6.22
2016-10-29,6.49,13.9,Foggy in the morning.,partly-cloudy-day,0.87,0.91,2.53,4.61
2016-10-30,10.14,14.35,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.86,2.79,6.2
2016-10-31,8.82,14.09,Light rain in the evening and overnight.,rain,0.56,0.89,2.4,5.08
2016-11-01,2.35,10.45,Clear throughout the day.,clear-day,0.26,0.81,3.4,6.06
2016-11-02,2.1,10.08,Possible drizzle overnight.,clear-day,0.16,0.82,2.41,6.22
2016-11-03,5.06,9.23,Possible drizzle in the morning.,rain,0.73,0.9,5.3,5.85
2016-11-04,3.98,8.61,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.84,2.81,6.08
2016-11-05,3.21,8.19,Clear throughout the day.,clear-day,0.12,0.67,5.58,6.21
2016-11-06,2.67,8.24,Clear throughout the day.,clear-day,0.29,0.7,5.89,6.21
2016-11-07,-0.29,7.67,Clear throughout the day.,clear-day,0.13,0.75,2.73,6.21
2016-11-08,0.51,5.13,Drizzle in the evening and overnight.,rain,0.77,0.81,3.1,5.37
2016-11-09,1.03,3.93,Light rain in the morning and overnight.,rain,0.92,0.92,1.88,4.92
2016-11-10,0.06,8.62,Drizzle in the morning.,rain,0.42,0.86,4.02,5.26
2016-11-11,-1.18,8.74,Light rain overnight.,rain,0.64,0.88,2.85,4.91
2016-11-12,4.83,10.82,Light rain in the morning.,rain,0.63,0.89,4.65,5.82
2016-11-13,1.88,11.05,Drizzle starting in the afternoon.,rain,0.72,0.92,3.63,5.9
2016-11-14,10.5,14.4,Overcast throughout the day.,rain,0.9,0.92,7.88,5.15
2016-11-15,9.06,13.81,Possible drizzle overnight.,partly-cloudy-day,0.65,0.82,7.74,5.88
2016-11-16,4.63,10.03,Light rain throughout the day.,rain,0.59,0.83,10.29,5.66
2016-11-17,1.82,5.39,Light rain throughout the day.,rain,0.67,0.89,5.88,5.65
2016-11-18,0.17,4.73,Partly cloudy throughout the day.,partly-cloudy-day,0.52,0.92,2.3,5.3
2016-11-19,-0.47,4.64,Foggy overnight.,partly-cloudy-day,0.58,0.93,2.53,6.05
2016-11-20,-0.21,2.07,Overcast throughout the day.,cloudy,0.92,0.92,1.43,5.16
2016-11-21,-2.73,4.43,Foggy in the morning and afternoon.,partly-cloudy-day,0.7,0.88,4.08,3.59
2016-11-22,0.39,6.75,Possible drizzle in the morning.,rain,0.56,0.81,5.91,6.22
2016-11-23,-3.06,4.51,Foggy overnight.,clear-day,0.03,0.89,1.1,6.05
2016-11-24,-4.78,2.83,Foggy in the morning.,clear-day,0.26,0.89,0.78,3.81
2016-11-25,-4.94,3.62,"Foggy until afternoon, starting again overnight.",partly-cloudy-day,0.5,0.91,0.82,3.76
2016-11-26,-1.48,4.85,Foggy in the morning.,partly-cloudy-day,0.48,0.93,0.81,2.41
2016-11-27,3.53,7.25,Mostly cloudy throughout the day.,cloudy,0.88,0.87,2.54,5.61
2016-11-28,2.21,5.99,Overcast throughout the day.,cloudy,0.96,0.85,1.41,5.46
2016-11-29,3.08,8.41,Mostly cloudy throughout the day.,partly-cloudy-day,0.85,0.81,4.74,6.07
2016-11-30,5.52,10.31,Mostly cloudy throughout the day.,partly-cloudy-day,0.8,0.8,7.22,6.22
2016-12-01,7.67,11.08,Mostly cloudy throughout the day.,cloudy,0.88,0.75,5.77,6.22
2016-12-02,2.98,8.11,Foggy overnight.,partly-cloudy-day,0.68,0.9,1.54,5.68
2016-12-03,2.39,6.41,Foggy in the morning.,partly-cloudy-day,0.64,0.91,1.53,4.85
2016-12-04,-1.31,5.15,Clear throughout the day.,partly-cloudy-day,0.45,0.84,2.95,6.04
2016-12-05,-3.31,0.98,Foggy throughout the day.,partly-cloudy-day,0.55,0.91,1.61,2.25
2016-12-06,-0.99,10.58,Possible drizzle in the evening.,rain,0.94,0.95,3.76,2.57
2016-12-07,11.38,14.28,Overcast throughout the day.,cloudy,0.89,0.89,14.44,6.0
2016-12-08,7.55,12.15,Mostly cloudy throughout the day.,partly-cloudy-day,0.59,0.88,4.75,5.96
2016-12-09,7.52,13.07,Possible drizzle in the morning.,rain,0.81,0.89,7.12,5.77
2016-12-10,6.91,10.68,Possible drizzle in the evening.,rain,0.48,0.84,7.91,6.2
2016-12-11,6.87,10.43,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.87,6.58,6.22
2016-12-12,5.01,8.92,Mostly cloudy throughout the day.,partly-cloudy-day,0.75,0.9,2.52,6.21
2016-12-13,3.94,8.4,Mostly cloudy throughout the day.,partly-cloudy-day,0.76,0.92,4.29,4.91
2016-12-14,5.79,12.64,Light rain in the afternoon and evening.,rain,0.92,0.89,6.0,5.39
2016-12-15,6.11,10.15,Possible drizzle in the morning.,rain,0.74,0.89,4.65,5.3
2016-12-16,3.1,9.81,Foggy in the morning and overnight.,partly-cloudy-day,0.59,0.9,3.32,5.11
2016-12-17,2.13,8.2,Foggy in the morning.,partly-cloudy-day,0.5,0.88,5.31,5.76
2016-12-18,6.28,9.6,Overcast throughout the day.,cloudy,0.89,0.88,4.39,5.99
2016-12-19,0.36,9.9,Foggy overnight.,partly-cloudy-day,0.56,0.89,3.77,5.9
2016-12-20,-1.22,8.25,Light rain in the evening and overnight.,rain,0.79,0.88,6.61,4.05
2016-12-21,3.76,6.61,Light rain in the morning and afternoon.,rain,0.53,0.83,9.4,6.04
2016-12-22,4.07,6.54,Light rain until evening.,rain,0.7,0.85,11.06,5.84
2016-12-23,4.38,9.97,Light rain throughout the day.,rain,0.7,0.84,13.74,5.43
2016-12-24,4.42,10.04,Light rain throughout the day.,rain,0.69,0.86,13.41,5.51
2016-12-25,5.14,12.52,Light rain starting in the afternoon.,rain,0.82,0.85,14.16,5.07
2016-12-26,2.72,6.96,Drizzle until evening.,rain,0.59,0.8,14.53,6.13
2016-12-27,5.78,7.15,Mostly cloudy throughout the day.,partly-cloudy-day,0.74,0.79,6.44,6.22
2016-12-28,5.18,8.9,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.85,5.14,6.21
2016-12-29,6.31,9.47,Mostly cloudy throughout the day.,partly-cloudy-day,0.59,0.84,7.73,6.22
2016-12-30,8.9,11.73,Mostly cloudy throughout the day.,partly-cloudy-day,0.87,0.85,9.99,6.08
2016-12-31,4.83,11.67,Possible light rain in the afternoon and evening.,rain,0.83,0.84,11.49,5.73
2017-01-01,0.25,5.58,Partly cloudy throughout the day.,clear-day,0.26,0.78,3.85,6.22
2017-01-02,-2.48,5.56,Partly cloudy throughout the day.,partly-cloudy-day,0.32,0.83,3.95,6.22
2017-01-03,4.67,8.99,Mostly cloudy throughout the day.,partly-cloudy-day,0.84,0.86,8.71,6.21
2017-01-04,-2.31,8.37,Clear throughout the day.,clear-day,0.18,0.75,3.56,6.19
2017-01-05,-4.38,4.11,Possible drizzle overnight.,partly-cloudy-day,0.36,0.84,2.45,6.22
2017-01-06,4.02,9.76,Drizzle in the morning and afternoon.,rain,0.91,0.94,4.8,4.29
2017-01-07,7.28,9.35,Foggy until evening.,cloudy,0.9,0.96,2.05,4.5
2017-01-08,7.85,10.52,Overcast throughout the day.,cloudy,0.91,0.92,5.47,5.7
2017-01-09,4.63,10.52,Light rain throughout the day.,rain,0.82,0.87,11.3,5.58
2017-01-10,5.34,9.35,Possible drizzle overnight.,partly-cloudy-day,0.78,0.83,10.54,5.66
2017-01-11,2.03,10.33,Drizzle throughout the day.,rain,0.69,0.79,18.67,5.62
2017-01-12,-0.34,3.17,Foggy in the afternoon.,partly-cloudy-day,0.53,0.88,5.99,5.83
2017-01-13,-0.89,3.95,Partly cloudy throughout the day.,partly-cloudy-day,0.35,0.75,10.13,6.19
2017-01-14,0.9,5.33,Possible drizzle in the evening and overnight.,rain,0.34,0.83,3.74,6.05
2017-01-15,3.76,10.53,Possible drizzle in the evening.,rain,0.7,0.92,5.57,6.1
2017-01-16,7.93,10.4,Overcast throughout the day.,cloudy,0.91,0.92,3.55,5.89
2017-01-17,7.87,10.75,Foggy in the afternoon.,cloudy,0.92,0.94,4.19,4.73
2017-01-18,7.45,8.99,Overcast throughout the day.,cloudy,0.95,0.86,5.0,6.0
2017-01-19,6.38,8.25,Overcast throughout the day.,cloudy,0.97,0.83,4.94,6.22
2017-01-20,3.09,6.78,Overcast throughout the day.,cloudy,0.95,0.88,2.31,5.89
2017-01-21,-1.12,5.15,"Foggy until morning, starting again in the evening.",partly-cloudy-day,0.36,0.89,2.18,3.42
2017-01-22,0.26,3.22,Foggy in the morning and overnight.,partly-cloudy-day,0.76,0.93,1.25,3.27
2017-01-23,-1.68,4.67,Foggy in the morning.,partly-cloudy-day,0.7,0.91,2.35,3.08
2017-01-24,4.39,9.97,Overcast throughout the day.,cloudy,0.9,0.9,8.39,4.92
2017-01-25,5.72,10.07,Mostly cloudy throughout the day.,partly-cloudy-day,0.79,0.8,10.0,6.22
2017-01-26,-1.49,6.08,Clear throughout the day.,clear-day,0.3,0.78,5.72,5.38
2017-01-27,-2.86,5.18,Clear throughout the day.,clear-day,0.31,0.81,3.92,3.84
2017-01-28,1.91,4.02,Drizzle in the morning and afternoon.,rain,0.83,0.92,3.03,3.35
2017-01-29,0.14,6.54,Foggy in the morning and overnight.,partly-cloudy-day,0.71,0.9,2.51,4.29
2017-01-30,-1.31,5.71,Foggy in the morning.,partly-cloudy-day,0.7,0.87,4.74,4.04
2017-01-31,4.96,8.67,Possible drizzle in the afternoon.,rain,0.79,0.9,4.94,4.93
2017-02-01,5.36,10.06,Mostly cloudy throughout the day.,partly-cloudy-day,0.76,0.88,5.46,5.24
2017-02-02,7.85,11.51,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.83,9.58,6.2
2017-02-03,5.89,10.14,"Light rain until morning, starting again in the evening.",rain,0.79,0.82,8.96,6.04
2017-02-04,3.43,6.89,Light rain in the morning and afternoon.,rain,0.68,0.88,7.42,5.79
2017-02-05,1.51,5.32,Drizzle in the morning.,rain,0.77,0.9,2.25,5.88
2017-02-06,0.61,6.21,Light rain in the evening and overnight.,rain,0.68,0.87,6.74,5.51
2017-02-07,2.19,4.52,Light rain in the morning and afternoon.,rain,0.77,0.93,3.36,4.97
2017-02-08,1.42,6.17,Mostly cloudy throughout the day.,partly-cloudy-day,0.75,0.89,3.58,5.77
2017-02-09,0.29,4.04,Mostly cloudy throughout the day.,partly-cloudy-day,0.48,0.79,4.51,6.22
2017-02-10,-0.85,3.65,Mostly cloudy throughout the day.,partly-cloudy-day,0.45,0.81,3.74,6.21
2017-02-11,-0.69,4.23,Mostly cloudy throughout the day.,partly-cloudy-day,0.7,0.8,7.81,6.22
2017-02-12,2.38,4.13,Overcast throughout the day.,partly-cloudy-day,0.87,0.78,10.4,6.22
2017-02-13,3.56,6.06,Overcast throughout the day.,cloudy,0.92,0.84,10.3,5.99
2017-02-14,3.61,8.86,Clear throughout the day.,partly-cloudy-day,0.4,0.78,6.81,5.09
2017-02-15,4.95,10.13,Drizzle in the evening and overnight.,rain,0.85,0.88,4.2,4.0
2017-02-16,5.0,9.86,Foggy overnight.,rain,0.79,0.86,9.34,6.06
2017-02-17,2.28,9.68,Foggy in the morning.,partly-cloudy-day,0.82,0.91,2.65,4.32
2017-02-18,7.7,10.78,Possible drizzle in the evening.,rain,0.89,0.89,8.72,5.31
2017-02-19,7.66,10.98,Overcast throughout the day.,cloudy,0.91,0.91,8.42,5.77
2017-02-20,7.15,11.9,Mostly cloudy throughout the day.,partly-cloudy-day,0.85,0.84,11.72,6.06
2017-02-21,5.69,11.19,Light rain starting in the afternoon.,rain,0.79,0.86,10.09,5.64
2017-02-22,4.49,8.95,"Light rain until afternoon, starting again overnight.",rain,0.47,0.78,10.26,6.06
2017-02-23,1.26,5.18,Light rain in the morning and afternoon.,rain,0.86,0.91,7.44,5.03
2017-02-24,1.26,7.0,Light rain in the evening and overnight.,rain,0.59,0.85,5.2,5.81
2017-02-25,4.68,10.4,Light rain in the morning.,rain,0.79,0.86,10.35,5.08
2017-02-26,3.64,9.51,Light rain in the morning and afternoon.,rain,0.79,0.87,9.46,5.64
2017-02-27,0.06,6.26,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.81,3.86,6.22
2017-02-28,-1.46,7.27,Foggy in the morning.,partly-cloudy-day,0.45,0.83,2.33,5.49
2017-03-01,-0.59,7.82,Partly cloudy throughout the day.,clear-day,0.29,0.82,2.75,6.22
2017-03-02,-1.37,7.73,Possible drizzle in the evening.,rain,0.35,0.81,6.2,6.12
2017-03-03,-0.67,6.55,Foggy in the morning.,partly-cloudy-day,0.63,0.87,5.12,4.65
2017-03-04,3.63,6.71,Possible light rain in the morning.,rain,0.91,0.9,6.12,6.19
2017-03-05,3.08,9.74,Possible drizzle overnight.,partly-cloudy-day,0.57,0.84,2.03,5.29
2017-03-06,2.79,9.97,Possible drizzle until evening.,rain,0.57,0.83,3.09,5.96
2017-03-07,1.54,8.22,Light rain overnight.,rain,0.75,0.85,4.8,5.48
2017-03-08,5.63,10.47,Possible light rain overnight.,rain,0.72,0.81,8.49,6.1
2017-03-09,4.74,10.95,Partly cloudy throughout the day.,rain,0.44,0.77,7.0,6.13
2017-03-10,4.48,10.49,Overcast throughout the day.,partly-cloudy-day,0.67,0.86,3.49,5.74
2017-03-11,8.57,11.18,Possible drizzle in the morning.,rain,0.94,0.91,4.08,5.47
2017-03-12,5.78,11.03,Foggy in the morning.,partly-cloudy-day,0.67,0.88,3.81,5.3
2017-03-13,5.04,11.71,Overcast throughout the day.,partly-cloudy-day,0.82,0.77,7.48,5.35
2017-03-14,6.63,11.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.77,0.77,11.94,5.96
2017-03-15,5.86,11.65,Overcast throughout the day.,partly-cloudy-day,0.77,0.82,7.76,5.9
2017-03-16,4.0,10.51,"Possible drizzle until morning, starting again in the evening.",rain,0.75,0.8,10.29,5.98
2017-03-17,3.98,9.61,Light rain until evening.,rain,0.83,0.9,10.34,5.54
2017-03-18,7.3,11.09,Light rain throughout the day.,rain,0.83,0.88,5.91,5.94
2017-03-19,6.39,10.58,Light rain in the morning.,rain,0.81,0.86,8.45,5.8
2017-03-20,3.41,8.92,"Possible drizzle until afternoon, starting again overnight.",rain,0.64,0.8,11.17,5.93
2017-03-21,0.27,7.0,Possible light rain in the morning and afternoon.,rain,0.49,0.79,10.37,5.88
2017-03-22,-1.05,6.11,Clear throughout the day.,clear-day,0.3,0.8,7.87,6.22
2017-03-23,2.08,8.41,Mostly cloudy throughout the day.,partly-cloudy-day,0.69,0.77,7.69,6.22
2017-03-24,-1.23,12.03,Clear throughout the day.,clear-day,0.01,0.75,1.28,5.79
2017-03-25,-0.1,15.51,Clear throughout the day.,clear-day,0.01,0.66,2.08,6.17
2017-03-26,0.77,17.53,Clear throughout the day.,clear-day,0.01,0.68,2.31,6.19
2017-03-27,3.18,16.73,Clear throughout the day.,clear-day,0.04,0.69,3.49,5.85
2017-03-28,5.53,11.72,Overcast throughout the day.,cloudy,0.9,0.84,3.19,5.03
2017-03-29,7.71,12.34,Possible drizzle in the evening.,rain,0.92,0.9,3.79,4.21
2017-03-30,10.03,14.17,Light rain in the evening and overnight.,rain,0.9,0.88,5.72,5.9
2017-03-31,9.73,13.51,Possible drizzle in the afternoon.,rain,0.83,0.87,7.35,6.05
2017-04-01,7.2,13.58,Possible drizzle in the afternoon and evening.,rain,0.79,0.83,4.75,6.2
2017-04-02,3.47,12.91,Partly cloudy throughout the day.,clear-day,0.29,0.74,4.27,6.22
2017-04-03,5.38,11.87,Possible drizzle in the evening.,rain,0.59,0.81,6.97,5.8
2017-04-04,6.07,11.41,Mostly cloudy throughout the day.,partly-cloudy-day,0.78,0.74,9.18,6.17
2017-04-05,7.15,10.97,Overcast throughout the day.,partly-cloudy-day,0.81,0.71,9.11,6.22
2017-04-06,6.66,12.05,Overcast throughout the day.,cloudy,0.89,0.82,6.69,6.17
2017-04-07,7.25,11.21,Overcast throughout the day.,partly-cloudy-day,0.87,0.79,5.85,6.22
2017-04-08,6.24,16.0,Foggy overnight.,partly-cloudy-day,0.52,0.73,3.8,6.19
2017-04-09,4.71,13.5,Foggy in the morning.,partly-cloudy-day,0.47,0.81,5.79,4.67
2017-04-10,5.84,12.42,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.71,8.83,6.22
2017-04-11,6.53,10.93,Mostly cloudy throughout the day.,partly-cloudy-day,0.8,0.79,10.03,6.09
2017-04-12,6.16,11.45,Mostly cloudy throughout the day.,partly-cloudy-day,0.77,0.77,10.53,6.08
